time,Fp1,Fp2,C3,C4,state
0.0,-0.17517322639779875,-0.09702680585505415,-0.1193654723174145,-0.2463118522145798,awake
0.003906504329708966,-0.013450059556918581,-0.01542594762658453,0.26083714471438857,0.1071372510888759,awake
0.007813008659417931,0.07097195731380276,0.12494634800409027,0.32071221248894394,0.07515773865515937,awake
0.011719512989126896,0.2657637251534551,0.38295282873737335,0.38634063116067696,0.4394679797267783,awake
0.015626017318835863,0.27307203277333497,0.3124802905377706,0.2503403695669595,0.19801544350709566,awake
0.01953252164854483,0.4722684543410681,0.22165544057877776,0.1831246401799801,0.1493478580924348,awake
0.023439025978253793,0.5300723781450536,0.17598350890668324,0.26858608900172887,0.3501166328394035,awake
0.02734553030796276,0.45339430615210796,0.19399207504883348,0.25269372218914815,0.2967274487940684,awake
0.031252034637671726,0.552984931261653,0.20269013515982923,0.30365905192766907,0.2395610055234561,awake
0.03515853896738069,0.41382493186306457,0.13269176026514606,0.26530285479246885,0.2228927563280104,awake
0.03906504329708966,0.17313501221138294,0.24654089622994832,0.23501907727898969,0.2989554140120513,awake
0.042971547626798626,0.12447189332205222,0.17241419243079503,0.23023469882015205,0.3648701100176103,awake
0.046878051956507585,0.4821328554741941,0.20283951039907638,0.36126841812912763,0.3708344157251368,awake
0.05078455628621655,0.12068194359607823,0.17433674547373745,0.40632613720050137,0.17464741949935475,awake
0.05469106061592552,0.23267774254738402,0.18652141820338422,0.2004872737927189,0.42682925998696664,awake
0.058597564945634485,0.21612463564432016,0.24917096038354286,0.1290925805303927,0.17769361349582702,awake
0.06250406927534345,0.4160634849001441,0.11071817337120002,0.18040109507766416,0.33514348152961687,awake
0.06641057360505241,0.18766832660700253,0.2528053917726238,0.24373795244889038,0.1043794808715672,awake
0.07031707793476139,0.18499760925954212,-0.13126059631568784,-0.021060574581633268,0.12678996268800402,awake
0.07422358226447034,-0.10147465971844614,-0.14361831640008327,0.04830874906112903,0.08660749404993286,awake
0.07813008659417932,-0.21095452786741556,-0.14394814712350307,0.03746775400604667,0.00046570695528913575,awake
0.08203659092388828,-0.3389601596926891,-0.22004737766603202,-0.08230067561160773,0.1906087943983416,awake
0.08594309525359725,-0.09604611687247604,0.0233165519171607,-0.23211494829688983,-0.13103445831223354,awake
0.08984959958330621,0.07628615096545655,0.20121012817003228,0.03186777864878573,-0.011239974507551584,awake
0.09375610391301517,-0.19314931121506973,-0.04808798316829348,-0.11495915728477928,0.021255965339496738,awake
0.09766260824272414,0.007948707935538563,0.24608727335757102,-0.1610720150033481,0.26331636410720183,awake
0.1015691125724331,-0.07442578956383153,0.03554282412587745,-0.053704228171875465,0.1534251713932731,awake
0.10547561690214208,-0.07415178792262005,0.3449664353400014,0.05120514878924723,0.20901889263343015,awake
0.10938212123185104,0.15780373458778507,0.4053870381143516,0.18927008142301074,0.3613077085322057,awake
0.11328862556156001,0.16510230536313925,0.42332446255215816,0.21091935503519607,0.4052115459957365,awake
0.11719512989126897,0.12134892523642113,0.3886880663057233,0.3490218446616837,0.3294041765739162,awake
0.12110163422097794,0.39084497035036125,0.5030692827459807,0.48515034937425183,0.24555979068916226,awake
0.1250081385506869,0.06936198766384921,0.49471467300525185,0.24386979092092737,0.3036506853736564,awake
0.12891464288039586,0.19811457907311703,0.0636044976435429,0.18466429862076722,0.21220377923934503,awake
0.13282114721010482,0.1629007834882114,0.3044305830195497,-0.04263766801172243,0.2297337670910259,awake
0.1367276515398138,0.12716930934062054,0.5001528825764981,-0.02722850360067483,0.235374287283421,awake
0.14063415586952277,-0.04666840146304442,0.15019641822739452,-0.01918986260811047,0.0003056321787471561,awake
0.14454066019923173,-0.04055289977493834,0.2986540239658984,0.037080945037725216,0.2824730566989354,awake
0.1484471645289407,-0.07472965962391241,0.2729577190148864,-0.022250256007033814,0.04243481317042834,awake
0.15235366885864968,0.23297192353662888,0.2469912733625784,0.2597574249827773,0.23809981073535358,awake
0.15626017318835864,0.13215509373025383,0.19747389045835567,0.10826478094708185,0.0824647508893248,awake
0.1601666775180676,0.1500654117954317,0.021455494094070757,0.24418998176397666,0.31664954863848993,awake
0.16407318184777656,0.03623635508437287,0.12854259331441809,0.10781637203215146,0.1719362359372532,awake
0.16797968617748552,0.04309861843823655,0.1493100496508274,0.03277699272032107,0.11780815294022025,awake
0.1718861905071945,-0.22049214069749695,0.09546886755697359,-0.13013947197876166,0.1282493005408258,awake
0.17579269483690346,-0.07598985997134262,0.12693840506542983,-0.030179884041368385,0.224602878038622,awake
0.17969919916661242,-0.032395418664027884,-0.21727668488896273,-0.18596025821757367,0.08863781134038581,awake
0.18360570349632138,-0.007575165296127652,0.1375818198082932,-0.016458333024391716,0.019521883575706334,awake
0.18751220782603034,0.13226519126142078,0.13422933522419514,-0.22861163362320303,0.12438926661269098,awake
0.19141871215573933,0.023858676565774,-0.05252353101386853,0.022405935675819708,0.11486747416996518,awake
0.1953252164854483,0.16333517167679618,0.05438756553565266,0.025735795923641145,0.21199104667176089,awake
0.19923172081515725,0.2780963086747518,0.23563497808709505,0.1511433440371109,0.2994774278451109,awake
0.2031382251448662,0.2551335463323257,0.26647066302481903,0.2052327899973021,0.1718246628229803,awake
0.2070447294745752,0.3571904832418317,0.27910051428230104,0.21029383846357275,0.1845611277205751,awake
